Flight_number,Fare_code,Amount,Restrictions
2474,first_class,888,non-refundable
2843,coach,437,refundable
2843,coach,387,non-refundable
2843,business,708,refundable
2843,business,633,non-refundable
2843,first_class,900,refundable
2843,first_class,800,non-refundable
7269,coach,307,refundable
7269,coach,257,non-refundable
7269,business,745,refundable
7269,business,670,non-refundable
7269,first_class,938,refundable
7269,first_class,838,non-refundable
9489,coach,395,refundable
9489,coach,345,non-refundable
9489,business,675,refundable
9489,business,600,non-refundable
9489,first_class,1088,refundable
9489,first_class,988,non-refundable
2716,coach,395,refundable
2716,coach,345,non-refundable
2716,business,761,refundable
2716,business,686,non-refundable
2716,first_class,1058,refundable
2716,first_class,958,non-refundable
298,coach,299,refundable
298,coach,249,non-refundable
298,business,604,refundable
298,business,529,non-refundable
298,first_class,1094,refundable
298,first_class,994,non-refundable
8010,coach,445,refundable
8010,coach,395,non-refundable
8010,business,648,refundable
8010,business,573,non-refundable
8010,first_class,977,refundable
8010,first_class,877,non-refundable
3041,coach,299,refundable
3041,coach,249,non-refundable
3041,business,682,refundable
3041,business,607,non-refundable
3041,first_class,999,refundable
3041,first_class,899,non-refundable
6588,coach,382,refundable
6588,coach,332,non-refundable
6588,business,611,refundable
6588,business,536,non-refundable
6588,first_class,999,refundable
6588,first_class,899,non-refundable
9463,coach,300,refundable
9463,coach,250,non-refundable
9463,business,641,refundable
9463,business,566,non-refundable
9463,first_class,911,refundable
9463,first_class,811,non-refundable
823,coach,373,refundable
823,coach,323,non-refundable
823,business,742,refundable
823,business,667,non-refundable
823,first_class,1087,refundable
823,first_class,987,non-refundable
2007,coach,261,refundable
2007,coach,211,non-refundable
2007,business,680,refundable
2007,business,605,non-refundable
2007,first_class,994,refundable
2007,first_class,894,non-refundable
7350,coach,366,refundable
7350,coach,316,non-refundable
7350,business,742,refundable
7350,business,667,non-refundable
7350,first_class,1025,refundable
7350,first_class,925,non-refundable
7605,coach,252,refundable
7605,coach,202,non-refundable
7605,business,727,refundable
7605,business,652,non-refundable
7605,first_class,975,refundable
7605,first_class,875,non-refundable
2911,coach,369,refundable
2911,coach,319,non-refundable
2911,business,742,refundable
2911,business,667,non-refundable
2911,first_class,1078,refundable
2911,first_class,978,non-refundable
7743,coach,275,refundable
7743,coach,225,non-refundable
7743,business,754,refundable
7743,business,679,non-refundable
7743,first_class,1075,refundable
7743,first_class,975,non-refundable
8650,coach,307,refundable
8650,coach,257,non-refundable
8650,business,756,refundable
8650,business,681,non-refundable
8650,first_class,943,refundable
8650,first_class,843,non-refundable
3100,coach,344,refundable
3100,coach,294,non-refundable
3100,business,595,refundable
3100,business,520,non-refundable
3100,first_class,959,refundable
3100,first_class,859,non-refundable
9758,coach,320,refundable
9758,coach,270,non-refundable
9758,business,708,refundable
9758,business,633,non-refundable
9758,first_class,1015,refundable
9758,first_class,915,non-refundable
2532,coach,388,refundable
2532,coach,338,non-refundable
2532,business,734,refundable
2532,business,659,non-refundable
2532,first_class,992,refundable
2532,first_class,892,non-refundable
2706,coach,438,refundable
2706,coach,388,non-refundable
2706,business,738,refundable
2706,business,663,non-refundable
2706,first_class,1096,refundable
2706,first_class,996,non-refundable
3439,coach,304,refundable
3439,coach,254,non-refundable
3439,business,640,refundable
3439,business,565,non-refundable
3439,first_class,1089,refundable
3439,first_class,989,non-refundable
4091,coach,308,refundable
4091,coach,258,non-refundable
4091,business,763,refundable
4091,business,688,non-refundable
4091,first_class,1092,refundable
4091,first_class,992,non-refundable
1750,coach,251,refundable
1750,coach,201,non-refundable
1750,business,614,refundable
1750,business,539,non-refundable
1750,first_class,1053,refundable
1750,first_class,953,non-refundable
1001,coach,430,refundable
1001,coach,380,non-refundable
1001,business,644,refundable
1001,business,569,non-refundable
1001,first_class,1011,refundable
1001,first_class,911,non-refundable
4771,coach,360,refundable
4771,coach,310,non-refundable
4771,business,689,refundable
4771,business,614,non-refundable
4771,first_class,916,refundable
4771,first_class,816,non-refundable
6228,coach,405,refundable
6228,coach,355,non-refundable
6228,business,688,refundable
6228,business,613,non-refundable
6228,first_class,1038,refundable
6228,first_class,938,non-refundable
3035,coach,323,refundable
3035,coach,273,non-refundable
3035,business,724,refundable
3035,business,649,non-refundable
3035,first_class,924,refundable
3035,first_class,824,non-refundable
9123,coach,329,refundable
9123,coach,279,non-refundable
9123,business,721,refundable
9123,business,646,non-refundable
9123,first_class,1098,refundable
9123,first_class,998,non-refundable
7351,coach,343,refundable
7351,coach,293,non-refundable
7351,business,601,refundable
7351,business,526,non-refundable
7351,first_class,1044,refundable
7351,first_class,944,non-refundable
425,coach,354,refundable
425,coach,304,non-refundable
425,business,768,refundable
425,business,693,non-refundable
425,first_class,993,refundable
425,first_class,893,non-refundable
6888,coach,427,refundable
6888,coach,377,non-refundable
6888,business,734,refundable
6888,business,659,non-refundable
6888,first_class,906,refundable
6888,first_class,806,non-refundable
415,coach,263,refundable
415,coach,213,non-refundable
415,business,723,refundable
415,business,648,non-refundable
415,first_class,972,refundable
415,first_class,872,non-refundable
9268,coach,269,refundable
9268,coach,219,non-refundable
9268,business,735,refundable
9268,business,660,non-refundable
9268,first_class,1076,refundable
9268,first_class,976,non-refundable
8600,coach,264,refundable
8600,coach,214,non-refundable
8600,business,614,refundable
8600,business,539,non-refundable
8600,first_class,1069,refundable
8600,first_class,969,non-refundable
6053,coach,312,refundable
6053,coach,262,non-refundable
6053,business,590,refundable
6053,business,515,non-refundable
6053,first_class,930,refundable
6053,first_class,830,non-refundable
3888,coach,310,refundable
3888,coach,260,non-refundable
3888,business,618,refundable
3888,business,543,non-refundable
3888,first_class,1069,refundable
3888,first_class,969,non-refundable
2013,coach,448,refundable
2013,coach,398,non-refundable
2013,business,692,refundable
2013,business,617,non-refundable
2013,first_class,1092,refundable
2013,first_class,992,non-refundable
8584,coach,449,refundable
8584,coach,399,non-refundable
8584,business,584,refundable
8584,business,509,non-refundable
8584,first_class,982,refundable
8584,first_class,882,non-refundable
3935,coach,347,refundable
3935,coach,297,non-refundable
3935,business,748,refundable
3935,business,673,non-refundable
3935,first_class,1094,refundable
3935,first_class,994,non-refundable
7018,coach,323,refundable
7018,coach,273,non-refundable
7018,business,577,refundable
7018,business,502,non-refundable
7018,first_class,1075,refundable
7018,first_class,975,non-refundable
3532,coach,259,refundable
3532,coach,209,non-refundable
3532,business,648,refundable
3532,business,573,non-refundable
3532,first_class,939,refundable
3532,first_class,839,non-refundable
9371,coach,422,refundable
9371,coach,372,non-refundable
9371,business,688,refundable
9371,business,613,non-refundable
9371,first_class,912,refundable
9371,first_class,812,non-refundable
6349,coach,424,refundable
6349,coach,374,non-refundable
6349,business,719,refundable
6349,business,644,non-refundable
6349,first_class,988,refundable
6349,first_class,888,non-refundable
4171,coach,415,refundable
4171,coach,365,non-refundable
4171,business,746,refundable
4171,business,671,non-refundable
4171,first_class,1067,refundable
4171,first_class,967,non-refundable
4538,coach,435,refundable
4538,coach,385,non-refundable
4538,business,578,refundable
4538,business,503,non-refundable
4538,first_class,985,refundable
4538,first_class,885,non-refundable
7597,coach,371,refundable
7597,coach,321,non-refundable
7597,business,693,refundable
7597,business,618,non-refundable
7597,first_class,1057,refundable
7597,first_class,957,non-refundable
7238,coach,276,refundable
7238,coach,226,non-refundable
7238,business,695,refundable
7238,business,620,non-refundable
7238,first_class,1012,refundable
7238,first_class,912,non-refundable
893,coach,354,refundable
893,coach,304,non-refundable
893,business,631,refundable
893,business,556,non-refundable
893,first_class,938,refundable
893,first_class,838,non-refundable
726,coach,353,refundable
726,coach,303,non-refundable
726,business,588,refundable
726,business,513,non-refundable
726,first_class,1084,refundable
726,first_class,984,non-refundable
2213,coach,448,refundable
2213,coach,398,non-refundable
2213,business,606,refundable
2213,business,531,non-refundable
2213,first_class,945,refundable
2213,first_class,845,non-refundable
7604,coach,345,refundable
7604,coach,295,non-refundable
7604,business,667,refundable
7604,business,592,non-refundable
7604,first_class,989,refundable
7604,first_class,889,non-refundable
4028,coach,431,refundable
4028,coach,381,non-refundable
4028,business,696,refundable
4028,business,621,non-refundable
4028,first_class,1048,refundable
4028,first_class,948,non-refundable
8952,coach,417,refundable
8952,coach,367,non-refundable
8952,business,715,refundable
8952,business,640,non-refundable
8952,first_class,1071,refundable
8952,first_class,971,non-refundable
2528,coach,303,refundable
2528,coach,253,non-refundable
2528,business,759,refundable
2528,business,684,non-refundable
2528,first_class,1084,refundable
2528,first_class,984,non-refundable
7171,coach,308,refundable
7171,coach,258,non-refundable
7171,business,630,refundable
7171,business,555,non-refundable
7171,first_class,968,refundable
7171,first_class,868,non-refundable
9893,coach,392,refundable
9893,coach,342,non-refundable
9893,business,730,refundable
9893,business,655,non-refundable
9893,first_class,1086,refundable
9893,first_class,986,non-refundable
3627,coach,403,refundable
3627,coach,353,non-refundable
3627,business,726,refundable
3627,business,651,non-refundable
3627,first_class,1012,refundable
3627,first_class,912,non-refundable
9055,coach,424,refundable
9055,coach,374,non-refundable
9055,business,588,refundable
9055,business,513,non-refundable
9055,first_class,931,refundable
9055,first_class,831,non-refundable
5210,coach,299,refundable
5210,coach,249,non-refundable
5210,business,690,refundable
5210,business,615,non-refundable
5210,first_class,901,refundable
5210,first_class,801,non-refundable
8647,coach,349,refundable
8647,coach,299,non-refundable
8647,business,756,refundable
8647,business,681,non-refundable
8647,first_class,1020,refundable
8647,first_class,920,non-refundable
9794,coach,255,refundable
9794,coach,205,non-refundable
9794,business,714,refundable
9794,business,639,non-refundable
9794,first_class,947,refundable
9794,first_class,847,non-refundable
9967,coach,350,refundable
9967,coach,300,non-refundable
9967,business,739,refundable
9967,business,664,non-refundable
9967,first_class,1040,refundable
9967,first_class,940,non-refundable
445,coach,375,refundable
445,coach,325,non-refundable
445,business,753,refundable
445,business,678,non-refundable
445,first_class,921,refundable
445,first_class,821,non-refundable
6172,coach,375,refundable
6172,coach,325,non-refundable
6172,business,595,refundable
6172,business,520,non-refundable
6172,first_class,1013,refundable
6172,first_class,913,non-refundable
5723,coach,299,refundable
5723,coach,249,non-refundable
5723,business,683,refundable
5723,business,608,non-refundable
5723,first_class,1082,refundable
5723,first_class,982,non-refundable
633,coach,379,refundable
633,coach,329,non-refundable
633,business,734,refundable
633,business,659,non-refundable
633,first_class,926,refundable
633,first_class,826,non-refundable
3804,coach,329,refundable
3804,coach,279,non-refundable
3804,business,718,refundable
3804,business,643,non-refundable
3804,first_class,1065,refundable
3804,first_class,965,non-refundable
5523,coach,341,refundable
5523,coach,291,non-refundable
5523,business,730,refundable
5523,business,655,non-refundable
5523,first_class,997,refundable
5523,first_class,897,non-refundable
8907,coach,434,refundable
8907,coach,384,non-refundable
8907,business,703,refundable
8907,business,628,non-refundable
8907,first_class,905,refundable
8907,first_class,805,non-refundable
335,coach,445,refundable
335,coach,395,non-refundable
335,business,774,refundable
335,business,699,non-refundable
335,first_class,908,refundable
335,first_class,808,non-refundable
269,coach,346,refundable
269,coach,296,non-refundable
269,business,663,refundable
269,business,588,non-refundable
269,first_class,1006,refundable
269,first_class,906,non-refundable
5066,coach,316,refundable
5066,coach,266,non-refundable
5066,business,582,refundable
5066,business,507,non-refundable
5066,first_class,1059,refundable
5066,first_class,959,non-refundable
4569,coach,329,refundable
4569,coach,279,non-refundable
4569,business,625,refundable
4569,business,550,non-refundable
4569,first_class,932,refundable
4569,first_class,832,non-refundable
4908,coach,424,refundable
4908,coach,374,non-refundable
4908,business,663,refundable
4908,business,588,non-refundable
4908,first_class,995,refundable
4908,first_class,895,non-refundable
4970,coach,362,refundable
4970,coach,312,non-refundable
4970,business,629,refundable
4970,business,554,non-refundable
4970,first_class,911,refundable
4970,first_class,811,non-refundable
6709,coach,368,refundable
6709,coach,318,non-refundable
6709,business,582,refundable
6709,business,507,non-refundable
6709,first_class,1076,refundable
6709,first_class,976,non-refundable
2031,coach,448,refundable
2031,coach,398,non-refundable
2031,business,658,refundable
2031,business,583,non-refundable
2031,first_class,1094,refundable
2031,first_class,994,non-refundable
6160,coach,300,refundable
6160,coach,250,non-refundable
6160,business,770,refundable
6160,business,695,non-refundable
6160,first_class,992,refundable
6160,first_class,892,non-refundable
7324,coach,271,refundable
7324,coach,221,non-refundable
7324,business,671,refundable
7324,business,596,non-refundable
7324,first_class,945,refundable
7324,first_class,845,non-refundable
1825,coach,330,refundable
1825,coach,280,non-refundable
1825,business,689,refundable
1825,business,614,non-refundable
1825,first_class,1060,refundable
1825,first_class,960,non-refundable
8895,coach,332,refundable
8895,coach,282,non-refundable
8895,business,580,refundable
8895,business,505,non-refundable
8895,first_class,996,refundable
8895,first_class,896,non-refundable
2370,coach,427,refundable
2370,coach,377,non-refundable
2370,business,711,refundable
2370,business,636,non-refundable
2370,first_class,1029,refundable
2370,first_class,929,non-refundable
5753,coach,401,refundable
5753,coach,351,non-refundable
5753,business,656,refundable
5753,business,581,non-refundable
5753,first_class,977,refundable
5753,first_class,877,non-refundable
9603,coach,395,refundable
9603,coach,345,non-refundable
9603,business,637,refundable
9603,business,562,non-refundable
9603,first_class,946,refundable
9603,first_class,846,non-refundable
6523,coach,353,refundable
6523,coach,303,non-refundable
6523,business,621,refundable
6523,business,546,non-refundable
6523,first_class,1063,refundable
6523,first_class,963,non-refundable
6015,coach,392,refundable
6015,coach,342,non-refundable
6015,business,707,refundable
6015,business,632,non-refundable
6015,first_class,1035,refundable
6015,first_class,935,non-refundable
3583,coach,415,refundable
3583,coach,365,non-refundable
3583,business,773,refundable
3583,business,698,non-refundable
3583,first_class,918,refundable
3583,first_class,818,non-refundable
5281,coach,372,refundable
5281,coach,322,non-refundable
5281,business,764,refundable
5281,business,689,non-refundable
5281,first_class,1094,refundable
5281,first_class,994,non-refundable
2157,coach,431,refundable
2157,coach,381,non-refundable
2157,business,754,refundable
2157,business,679,non-refundable
2157,first_class,919,refundable
2157,first_class,819,non-refundable
1383,coach,260,refundable
1383,coach,210,non-refundable
1383,business,758,refundable
1383,business,683,non-refundable
1383,first_class,986,refundable
1383,first_class,886,non-refundable
9945,coach,366,refundable
9945,coach,316,non-refundable
9945,business,729,refundable
9945,business,654,non-refundable
9945,first_class,968,refundable
9945,first_class,868,non-refundable
7852,coach,426,refundable
7852,coach,376,non-refundable
7852,business,722,refundable
7852,business,647,non-refundable
7852,first_class,1012,refundable
7852,first_class,912,non-refundable
6248,coach,360,refundable
6248,coach,310,non-refundable
6248,business,721,refundable
6248,business,646,non-refundable
6248,first_class,991,refundable
6248,first_class,891,non-refundable
5070,coach,403,refundable
5070,coach,353,non-refundable
5070,business,690,refundable
5070,business,615,non-refundable
5070,first_class,1073,refundable
5070,first_class,973,non-refundable
2779,coach,448,refundable
2779,coach,398,non-refundable
2779,business,740,refundable
2779,business,665,non-refundable
2779,first_class,1061,refundable
2779,first_class,961,non-refundable
9176,coach,255,refundable
9176,coach,205,non-refundable
9176,business,740,refundable
9176,business,665,non-refundable
9176,first_class,1004,refundable
9176,first_class,904,non-refundable
6373,coach,403,refundable
6373,coach,353,non-refundable
6373,business,626,refundable
6373,business,551,non-refundable
6373,first_class,1090,refundable
6373,first_class,990,non-refundable
7069,coach,263,refundable
7069,coach,213,non-refundable
7069,business,686,refundable
7069,business,611,non-refundable
7069,first_class,903,refundable
7069,first_class,803,non-refundable
4987,coach,282,refundable
4987,coach,232,non-refundable
4987,business,666,refundable
4987,business,591,non-refundable
4987,first_class,990,refundable
4987,first_class,890,non-refundable
2886,coach,373,refundable
2886,coach,323,non-refundable
2886,business,597,refundable
2886,business,522,non-refundable
2886,first_class,1051,refundable
2886,first_class,951,non-refundable
1009,coach,345,refundable
1009,coach,295,non-refundable
1009,business,713,refundable
1009,business,638,non-refundable
1009,first_class,974,refundable
1009,first_class,874,non-refundable
4580,coach,251,refundable
4580,coach,201,non-refundable
4580,business,584,refundable
4580,business,509,non-refundable
4580,first_class,1069,refundable
4580,first_class,969,non-refundable
9962,coach,316,refundable
9962,coach,266,non-refundable
9962,business,588,refundable
9962,business,513,non-refundable
9962,first_class,955,refundable
9962,first_class,855,non-refundable
8824,coach,252,refundable
8824,coach,202,non-refundable
8824,business,690,refundable
8824,business,615,non-refundable
8824,first_class,1037,refundable
8824,first_class,937,non-refundable
609,coach,417,refundable
609,coach,367,non-refundable
609,business,605,refundable
609,business,530,non-refundable
609,first_class,997,refundable
609,first_class,897,non-refundable
2650,coach,257,refundable
2650,coach,207,non-refundable
2650,business,610,refundable
2650,business,535,non-refundable
2650,first_class,1080,refundable
2650,first_class,980,non-refundable
570,coach,350,refundable
570,coach,300,non-refundable
570,business,665,refundable
570,business,590,non-refundable
570,first_class,1039,refundable
570,first_class,939,non-refundable
2596,coach,437,refundable
2596,coach,387,non-refundable
2596,business,669,refundable
2596,business,594,non-refundable
2596,first_class,933,refundable
2596,first_class,833,non-refundable
8177,coach,309,refundable
8177,coach,259,non-refundable
8177,business,643,refundable
8177,business,568,non-refundable
8177,first_class,1023,refundable
8177,first_class,923,non-refundable
9170,coach,407,refundable
9170,coach,357,non-refundable
9170,business,655,refundable
9170,business,580,non-refundable
9170,first_class,943,refundable
9170,first_class,843,non-refundable
2892,coach,396,refundable
2892,coach,346,non-refundable
2892,business,644,refundable
2892,business,569,non-refundable
2892,first_class,921,refundable
2892,first_class,821,non-refundable
5776,coach,368,refundable
5776,coach,318,non-refundable
5776,business,712,refundable
5776,business,637,non-refundable
5776,first_class,984,refundable
5776,first_class,884,non-refundable
3057,coach,270,refundable
3057,coach,220,non-refundable
3057,business,658,refundable
3057,business,583,non-refundable
3057,first_class,1079,refundable
3057,first_class,979,non-refundable
7592,coach,316,refundable
7592,coach,266,non-refundable
7592,business,774,refundable
7592,business,699,non-refundable
7592,first_class,1013,refundable
7592,first_class,913,non-refundable
815,coach,437,refundable
815,coach,387,non-refundable
815,business,751,refundable
815,business,676,non-refundable
815,first_class,1088,refundable
815,first_class,988,non-refundable
2768,coach,306,refundable
2768,coach,256,non-refundable
2768,business,709,refundable
2768,business,634,non-refundable
2768,first_class,999,refundable
2768,first_class,899,non-refundable
3249,coach,379,refundable
3249,coach,329,non-refundable
3249,business,577,refundable
3249,business,502,non-refundable
3249,first_class,1013,refundable
3249,first_class,913,non-refundable
1259,coach,448,refundable
1259,coach,398,non-refundable
1259,business,759,refundable
1259,business,684,non-refundable
1259,first_class,976,refundable
1259,first_class,876,non-refundable
868,coach,313,refundable
868,coach,263,non-refundable
868,business,647,refundable
868,business,572,non-refundable
868,first_class,1064,refundable
868,first_class,964,non-refundable
3437,coach,269,refundable
3437,coach,219,non-refundable
3437,business,769,refundable
3437,business,694,non-refundable
3437,first_class,975,refundable
3437,first_class,875,non-refundable
5161,coach,410,refundable
5161,coach,360,non-refundable
5161,business,631,refundable
5161,business,556,non-refundable
5161,first_class,996,refundable
5161,first_class,896,non-refundable
6598,coach,363,refundable
6598,coach,313,non-refundable
6598,business,632,refundable
6598,business,557,non-refundable
6598,first_class,1025,refundable
6598,first_class,925,non-refundable
1823,coach,333,refundable
1823,coach,283,non-refundable
1823,business,653,refundable
1823,business,578,non-refundable
1823,first_class,1078,refundable
1823,first_class,978,non-refundable
1060,coach,251,refundable
1060,coach,201,non-refundable
1060,business,755,refundable
1060,business,680,non-refundable
1060,first_class,1099,refundable
1060,first_class,999,non-refundable
6721,coach,334,refundable
6721,coach,284,non-refundable
6721,business,594,refundable
6721,business,519,non-refundable
6721,first_class,922,refundable
6721,first_class,822,non-refundable
6773,coach,264,refundable
6773,coach,214,non-refundable
6773,business,632,refundable
6773,business,557,non-refundable
6773,first_class,992,refundable
6773,first_class,892,non-refundable
3374,coach,408,refundable
3374,coach,358,non-refundable
3374,business,644,refundable
3374,business,569,non-refundable
3374,first_class,993,refundable
3374,first_class,893,non-refundable
7580,coach,316,refundable
7580,coach,266,non-refundable
7580,business,730,refundable
7580,business,655,non-refundable
7580,first_class,910,refundable
7580,first_class,810,non-refundable
7391,coach,402,refundable
7391,coach,352,non-refundable
7391,business,690,refundable
7391,business,615,non-refundable
7391,first_class,962,refundable
7391,first_class,862,non-refundable
1991,coach,434,refundable
1991,coach,384,non-refundable
1991,business,764,refundable
1991,business,689,non-refundable
1991,first_class,1039,refundable
1991,first_class,939,non-refundable
6351,coach,274,refundable
6351,coach,224,non-refundable
6351,business,734,refundable
6351,business,659,non-refundable
6351,first_class,901,refundable
6351,first_class,801,non-refundable
7343,coach,276,refundable
7343,coach,226,non-refundable
7343,business,693,refundable
7343,business,618,non-refundable
7343,first_class,947,refundable
7343,first_class,847,non-refundable
780,coach,395,refundable
780,coach,345,non-refundable
780,business,604,refundable
780,business,529,non-refundable
780,first_class,1042,refundable
780,first_class,942,non-refundable
7088,coach,261,refundable
7088,coach,211,non-refundable
7088,business,644,refundable
7088,business,569,non-refundable
7088,first_class,970,refundable
7088,first_class,870,non-refundable
2251,coach,253,refundable
2251,coach,203,non-refundable
2251,business,662,refundable
2251,business,587,non-refundable
2251,first_class,999,refundable
2251,first_class,899,non-refundable
7322,coach,448,refundable
7322,coach,398,non-refundable
7322,business,659,refundable
7322,business,584,non-refundable
7322,first_class,983,refundable
7322,first_class,883,non-refundable
1471,coach,268,refundable
1471,coach,218,non-refundable
1471,business,660,refundable
1471,business,585,non-refundable
1471,first_class,1009,refundable
1471,first_class,909,non-refundable
2181,coach,431,refundable
2181,coach,381,non-refundable
2181,business,716,refundable
2181,business,641,non-refundable
2181,first_class,1071,refundable
2181,first_class,971,non-refundable
7869,coach,368,refundable
7869,coach,318,non-refundable
7869,business,740,refundable
7869,business,665,non-refundable
7869,first_class,924,refundable
7869,first_class,824,non-refundable
5073,coach,402,refundable
5073,coach,352,non-refundable
5073,business,597,refundable
5073,business,522,non-refundable
5073,first_class,1094,refundable
5073,first_class,994,non-refundable
8138,coach,405,refundable
8138,coach,355,non-refundable
8138,business,746,refundable
8138,business,671,non-refundable
8138,first_class,937,refundable
8138,first_class,837,non-refundable
2694,coach,322,refundable
2694,coach,272,non-refundable
2694,business,575,refundable
2694,business,500,non-refundable
2694,first_class,1092,refundable
2694,first_class,992,non-refundable
7404,coach,254,refundable
7404,coach,204,non-refundable
7404,business,730,refundable
7404,business,655,non-refundable
7404,first_class,912,refundable
7404,first_class,812,non-refundable
9838,coach,337,refundable
9838,coach,287,non-refundable
9838,business,738,refundable
9838,business,663,non-refundable
9838,first_class,938,refundable
9838,first_class,838,non-refundable
77,coach,449,refundable
77,coach,399,non-refundable
77,business,580,refundable
77,business,505,non-refundable
77,first_class,1066,refundable
77,first_class,966,non-refundable
8732,coach,293,refundable
8732,coach,243,non-refundable
8732,business,673,refundable
8732,business,598,non-refundable
8732,first_class,1081,refundable
8732,first_class,981,non-refundable
4200,coach,444,refundable
4200,coach,394,non-refundable
4200,business,755,refundable
4200,business,680,non-refundable
4200,first_class,913,refundable
4200,first_class,813,non-refundable
5040,coach,252,refundable
5040,coach,202,non-refundable
5040,business,657,refundable
5040,business,582,non-refundable
5040,first_class,1016,refundable
5040,first_class,916,non-refundable
300,coach,388,refundable
300,coach,338,non-refundable
300,business,649,refundable
300,business,574,non-refundable
300,first_class,976,refundable
300,first_class,876,non-refundable
4896,coach,430,refundable
4896,coach,380,non-refundable
4896,business,615,refundable
4896,business,540,non-refundable
4896,first_class,1068,refundable
4896,first_class,968,non-refundable
8590,coach,366,refundable
8590,coach,316,non-refundable
8590,business,592,refundable
8590,business,517,non-refundable
8590,first_class,1071,refundable
8590,first_class,971,non-refundable
4212,coach,290,refundable
4212,coach,240,non-refundable
4212,business,753,refundable
4212,business,678,non-refundable
4212,first_class,990,refundable
4212,first_class,890,non-refundable
8852,coach,318,refundable
8852,coach,268,non-refundable
8852,business,736,refundable
8852,business,661,non-refundable
8852,first_class,971,refundable
8852,first_class,871,non-refundable
8062,coach,399,refundable
8062,coach,349,non-refundable
8062,business,642,refundable
8062,business,567,non-refundable
8062,first_class,925,refundable
8062,first_class,825,non-refundable
7752,coach,373,refundable
7752,coach,323,non-refundable
7752,business,739,refundable
7752,business,664,non-refundable
7752,first_class,1018,refundable
7752,first_class,918,non-refundable
126,coach,368,refundable
126,coach,318,non-refundable
126,business,754,refundable
126,business,679,non-refundable
126,first_class,1042,refundable
126,first_class,942,non-refundable
8310,coach,401,refundable
8310,coach,351,non-refundable
8310,business,681,refundable
8310,business,606,non-refundable
8310,first_class,958,refundable
8310,first_class,858,non-refundable
5653,coach,314,refundable
5653,coach,264,non-refundable
5653,business,607,refundable
5653,business,532,non-refundable
5653,first_class,1049,refundable
5653,first_class,949,non-refundable
7984,coach,388,refundable
7984,coach,338,non-refundable
7984,business,636,refundable
7984,business,561,non-refundable
7984,first_class,984,refundable
7984,first_class,884,non-refundable
9510,coach,438,refundable
9510,coach,388,non-refundable
9510,business,716,refundable
9510,business,641,non-refundable
9510,first_class,1004,refundable
9510,first_class,904,non-refundable
2622,coach,296,refundable
2622,coach,246,non-refundable
2622,business,775,refundable
2622,business,700,non-refundable
2622,first_class,973,refundable
2622,first_class,873,non-refundable
7691,coach,361,refundable
7691,coach,311,non-refundable
7691,business,679,refundable
7691,business,604,non-refundable
7691,first_class,922,refundable
7691,first_class,822,non-refundable
3661,coach,297,refundable
3661,coach,247,non-refundable
3661,business,618,refundable
3661,business,543,non-refundable
3661,first_class,1090,refundable
3661,first_class,990,non-refundable
8063,coach,270,refundable
8063,coach,220,non-refundable
8063,business,698,refundable
8063,business,623,non-refundable
8063,first_class,958,refundable
8063,first_class,858,non-refundable
1088,coach,341,refundable
1088,coach,291,non-refundable
1088,business,646,refundable
1088,business,571,non-refundable
1088,first_class,1091,refundable
1088,first_class,991,non-refundable
8856,coach,415,refundable
8856,coach,365,non-refundable
8856,business,764,refundable
8856,business,689,non-refundable
8856,first_class,1008,refundable
8856,first_class,908,non-refundable
6715,coach,371,refundable
6715,coach,321,non-refundable
6715,business,716,refundable
6715,business,641,non-refundable
6715,first_class,942,refundable
6715,first_class,842,non-refundable
1960,coach,372,refundable
1960,coach,322,non-refundable
1960,business,584,refundable
1960,business,509,non-refundable
1960,first_class,1042,refundable
1960,first_class,942,non-refundable
175,coach,352,refundable
175,coach,302,non-refundable
175,business,729,refundable
175,business,654,non-refundable
175,first_class,930,refundable
175,first_class,830,non-refundable
5080,coach,336,refundable
5080,coach,286,non-refundable
5080,business,709,refundable
5080,business,634,non-refundable
5080,first_class,1038,refundable
5080,first_class,938,non-refundable
9368,coach,433,refundable
9368,coach,383,non-refundable
9368,business,647,refundable
9368,business,572,non-refundable
9368,first_class,909,refundable
9368,first_class,809,non-refundable
7857,coach,289,refundable
7857,coach,239,non-refundable
7857,business,666,refundable
7857,business,591,non-refundable
7857,first_class,1096,refundable
7857,first_class,996,non-refundable
1752,coach,301,refundable
1752,coach,251,non-refundable
1752,business,638,refundable
1752,business,563,non-refundable
1752,first_class,974,refundable
1752,first_class,874,non-refundable
3442,coach,314,refundable
3442,coach,264,non-refundable
3442,business,702,refundable
3442,business,627,non-refundable
3442,first_class,923,refundable
3442,first_class,823,non-refundable
5959,coach,316,refundable
5959,coach,266,non-refundable
5959,business,636,refundable
5959,business,561,non-refundable
5959,first_class,952,refundable
5959,first_class,852,non-refundable
9110,coach,255,refundable
9110,coach,205,non-refundable
9110,business,698,refundable
9110,business,623,non-refundable
9110,first_class,948,refundable
9110,first_class,848,non-refundable
7364,coach,417,refundable
7364,coach,367,non-refundable
7364,business,743,refundable
7364,business,668,non-refundable
7364,first_class,1040,refundable
7364,first_class,940,non-refundable
7304,coach,399,refundable
7304,coach,349,non-refundable
7304,business,742,refundable
7304,business,667,non-refundable
7304,first_class,1046,refundable
7304,first_class,946,non-refundable
7124,coach,306,refundable
7124,coach,256,non-refundable
7124,business,620,refundable
7124,business,545,non-refundable
7124,first_class,1069,refundable
7124,first_class,969,non-refundable
4689,coach,352,refundable
4689,coach,302,non-refundable
